location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,15306,5084,8622,11788,15306,18824,21990,25528,2021-05-08,day
BE,21536,5699,11181,16086,21536,26986,31891,37373,2021-05-08,day
BG,10149,0,1730,5718,10149,14580,18568,23025,2021-05-08,day
CH,14066,10714,11875,12913,14066,15220,16258,17418,2021-05-08,day
CY,8722,3444,5271,6906,8722,10539,12173,14000,2021-05-08,day
CZ,1844,0,0,0,1844,18785,34032,51072,2021-05-08,day
DE,258705,139076,180484,217537,258705,299874,336926,378334,2021-05-08,day
DK,5563,948,2545,3975,5563,7152,8581,10179,2021-05-08,day
EE,3580,0,0,1181,3580,5979,8139,10552,2021-05-08,day
ES,72332,67273,69024,70591,72332,74073,75640,77392,2021-05-08,day
FI,1831,0,0,617,1831,3046,4139,5360,2021-05-08,day
FR,291666,178105,217412,252585,291666,330746,365919,405227,2021-05-08,day
GB,0,0,0,0,0,14769,28062,42917,2021-05-08,day
GR,40467,30205,33757,36936,40467,43999,47178,50730,2021-05-08,day
HR,29925,15693,20619,25027,29925,34823,39231,44157,2021-05-08,day
HU,21950,0,0,2918,21950,40982,58111,77253,2021-05-08,day
IE,5606,1076,2644,4047,5606,7165,8569,10137,2021-05-08,day
IS,72,0,0,24,72,119,162,210,2021-05-08,day
IT,86092,23492,45160,64549,86092,107634,127023,148691,2021-05-08,day
LI,29,0,0,0,29,71,108,150,2021-05-08,day
LT,7734,2294,4177,5862,7734,9606,11290,13173,2021-05-08,day
LU,1256,1133,1175,1214,1256,1299,1337,1380,2021-05-08,day
LV,4859,3458,3943,4377,4859,5341,5774,6259,2021-05-08,day
MT,368,0,0,72,368,664,931,1229,2021-05-08,day
NL,112536,86038,95209,103417,112536,121654,129862,139034,2021-05-08,day
NO,3082,397,1326,2158,3082,4007,4838,5768,2021-05-08,day
PL,89364,12208,38915,62812,89364,115916,139813,166519,2021-05-08,day
PT,6899,3597,4740,5763,6899,8035,9058,10200,2021-05-08,day
RO,22167,0,0,9718,22167,34616,45821,58343,2021-05-08,day
SE,33591,10518,18504,25651,33591,41531,48678,56664,2021-05-08,day
SI,11635,5609,7695,9561,11635,13709,15575,17661,2021-05-08,day
SK,2125,0,378,1206,2125,3044,3872,4796,2021-05-08,day
